ID,Agency,Agency Type,Distribution Channel,Product Name,Claim,Duration,Destination,Net Sales,Commision (in value),Gender,Age
43444,EPX,Travel Agency,Online,Cancellation Plan,0,3,MALAYSIA,14.0,0.0,,47
53058,EPX,Travel Agency,Online,Cancellation Plan,0,45,CHINA,11.0,0.0,,45
2631,EPX,Travel Agency,Online,Cancellation Plan,0,3,"KOREA, REPUBLIC OF",0.0,0.0,,36
6124,EPX,Travel Agency,Online,Cancellation Plan,0,2,THAILAND,30.0,0.0,,36
58970,C2B,Airlines,Online,Silver Plan,0,10,SINGAPORE,22.5,5.63,F,27
12563,EPX,Travel Agency,Online,Cancellation Plan,0,43,SINGAPORE,61.0,0.0,,36
62959,C2B,Airlines,Online,Bronze Plan,0,7,SINGAPORE,16.0,4.0,F,68
28039,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,3,MALAYSIA,20.0,0.0,,39
12362,EPX,Travel Agency,Online,Cancellation Plan,0,83,CAMBODIA,14.0,0.0,,36
44333,EPX,Travel Agency,Online,Cancellation Plan,0,3,VIET NAM,13.0,0.0,,36
4178,JZI,Airlines,Online,Value Plan,0,15,"KOREA, REPUBLIC OF",69.0,24.15,M,43
62583,C2B,Airlines,Online,Annual Silver Plan,0,366,SINGAPORE,216.0,54.0,M,24
49213,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,21,THAILAND,0.0,23.76,,31
11623,SSI,Airlines,Online,Ticket Protector,0,0,SINGAPORE,4.44,1.25,,48
2056,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,5,SINGAPORE,20.0,0.0,,49
60162,EPX,Travel Agency,Online,Cancellation Plan,0,76,INDIA,19.0,0.0,,31
38404,EPX,Travel Agency,Online,Cancellation Plan,0,2,CHINA,36.0,0.0,,36
58728,JWT,Airlines,Online,Value Plan,0,78,INDIA,31.0,12.4,M,118
51289,JWT,Airlines,Online,Value Plan,0,9,INDIA,31.0,12.4,M,118
1636,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,5,VIET NAM,23.0,0.0,,51
44902,JZI,Airlines,Online,Basic Plan,0,5,MYANMAR,18.0,6.3,F,28
56572,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,19,SINGAPORE,20.0,0.0,,36
38126,C2B,Airlines,Online,Annual Silver Plan,0,404,SINGAPORE,252.85,63.21,F,27
59032,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,77,"TAIWAN, PROVINCE OF CHINA",39.0,0.0,,35
34259,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,110,NEPAL,53.0,0.0,,36
55604,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,99,CHINA,42.0,0.0,,36
49453,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,95,JAPAN,79.0,0.0,,36
44943,C2B,Airlines,Online,Gold Plan,0,19,SINGAPORE,33.5,8.38,F,32
2930,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,6,MYANMAR,20.0,0.0,,36
28084,C2B,Airlines,Online,Bronze Plan,0,7,SINGAPORE,17.0,4.25,M,23
50310,LWC,Travel Agency,Online,Single Trip Travel Protect Silver,0,59,"TAIWAN, PROVINCE OF CHINA",26.5,17.23,F,64
25937,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,77,THAILAND,112.0,0.0,,36
36563,C2B,Airlines,Online,Bronze Plan,0,6,SINGAPORE,13.5,3.38,M,25
5862,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,6,PHILIPPINES,20.0,0.0,,36
37905,JZI,Airlines,Online,Basic Plan,0,9,CHINA,26.0,9.1,M,34
56629,LWC,Travel Agency,Online,Annual Travel Protect Silver,0,372,UNITED STATES,0.0,149.37,M,44
2999,EPX,Travel Agency,Online,Cancellation Plan,0,28,AUSTRALIA,64.0,0.0,,36
29175,EPX,Travel Agency,Online,Cancellation Plan,0,2,THAILAND,10.0,0.0,,38
21266,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,26,CHINA,56.0,0.0,,36
49097,EPX,Travel Agency,Online,Cancellation Plan,0,43,AUSTRALIA,17.0,0.0,,32
3567,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,20,AUSTRALIA,78.0,0.0,,36
34661,EPX,Travel Agency,Online,Cancellation Plan,0,3,SINGAPORE,23.0,0.0,,26
8160,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,8,"TAIWAN, PROVINCE OF CHINA",35.0,0.0,,36
56826,JZI,Airlines,Online,Basic Plan,0,3,INDONESIA,18.0,6.3,M,53
62184,EPX,Travel Agency,Online,Cancellation Plan,0,30,THAILAND,23.0,0.0,,38
46326,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,15,UNITED KINGDOM,89.1,53.46,,43
4597,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,79,JAPAN,48.0,0.0,,36
33189,C2B,Airlines,Online,Bronze Plan,0,31,SINGAPORE,53.5,13.38,F,32
14280,EPX,Travel Agency,Online,Cancellation Plan,0,24,INDIA,0.0,0.0,,36
36602,C2B,Airlines,Online,Silver Plan,0,45,SINGAPORE,63.5,15.88,F,26
47821,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,5,AUSTRALIA,39.6,23.76,,31
51950,EPX,Travel Agency,Online,Cancellation Plan,0,15,THAILAND,10.0,0.0,,20
23212,EPX,Travel Agency,Online,Cancellation Plan,0,39,INDONESIA,28.0,0.0,,36
34852,EPX,Travel Agency,Online,Cancellation Plan,0,134,AUSTRALIA,80.0,0.0,,36
48501,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,74,INDONESIA,20.0,0.0,,36
2799,EPX,Travel Agency,Online,Cancellation Plan,0,11,INDIA,10.0,0.0,,32
647,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,24,"TAIWAN, PROVINCE OF CHINA",39.0,0.0,,36
43204,C2B,Airlines,Online,Bronze Plan,0,5,SINGAPORE,16.0,4.0,M,32
44785,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,1,SINGAPORE,9.9,5.94,,31
20693,EPX,Travel Agency,Online,Cancellation Plan,0,2,SINGAPORE,14.0,0.0,,36
15530,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,38,OMAN,59.4,35.64,,31
45218,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,16,UNITED ARAB EMIRATES,89.0,0.0,,36
11367,EPX,Travel Agency,Online,Cancellation Plan,0,70,"KOREA, REPUBLIC OF",35.0,0.0,,36
15459,EPX,Travel Agency,Online,Cancellation Plan,0,53,INDONESIA,12.0,0.0,,36
32564,EPX,Travel Agency,Online,Cancellation Plan,0,16,HONG KONG,19.0,0.0,,36
4430,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,23,UNITED KINGDOM,19.8,11.88,,52
42821,C2B,Airlines,Online,Bronze Plan,0,12,SINGAPORE,21.0,5.25,F,32
23131,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,53,FINLAND,59.4,35.64,,43
4623,EPX,Travel Agency,Online,Cancellation Plan,0,50,INDIA,21.0,0.0,,36
22849,JZI,Airlines,Online,Basic Plan,0,30,CHINA,26.0,9.1,M,65
25053,EPX,Travel Agency,Online,Cancellation Plan,0,7,INDONESIA,31.0,0.0,,36
27063,RAB,Airlines,Online,Value Plan,0,10,BRUNEI DARUSSALAM,15.0,6.0,,39
25292,C2B,Airlines,Online,Annual Silver Plan,0,370,SINGAPORE,252.85,63.21,F,51
49829,EPX,Travel Agency,Online,Cancellation Plan,0,38,MALAYSIA,17.0,0.0,,36
24620,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,16,MALAYSIA,20.0,0.0,,36
23534,JZI,Airlines,Online,Basic Plan,0,4,HONG KONG,22.0,7.7,M,67
29686,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,16,THAILAND,26.0,0.0,,51
47885,EPX,Travel Agency,Online,Cancellation Plan,0,29,UNITED STATES,10.0,0.0,,33
62740,LWC,Travel Agency,Online,Annual Travel Protect Silver,0,365,CHINA,165.0,107.25,F,69
37972,EPX,Travel Agency,Online,2 way Comprehensive Plan,1,45,THAILAND,29.0,0.0,,29
43894,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,35,AUSTRALIA,59.4,35.64,,71
16406,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,85,THAILAND,49.5,29.7,,48
17684,EPX,Travel Agency,Online,Cancellation Plan,0,192,CANADA,80.0,0.0,,37
6524,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,6,INDONESIA,29.0,0.0,,36
26987,EPX,Travel Agency,Online,Cancellation Plan,0,2,SINGAPORE,72.0,0.0,,36
869,EPX,Travel Agency,Online,Cancellation Plan,0,46,GERMANY,51.0,0.0,,36
48459,C2B,Airlines,Online,Annual Silver Plan,0,367,SINGAPORE,241.5,60.38,F,70
45602,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,38,SINGAPORE,74.0,0.0,,36
50879,EPX,Travel Agency,Online,Cancellation Plan,0,58,UNITED STATES,10.0,0.0,,81
46748,C2B,Airlines,Online,Silver Plan,0,47,SINGAPORE,57.0,14.25,F,34
57060,EPX,Travel Agency,Online,Cancellation Plan,0,3,SINGAPORE,10.0,0.0,,36
15916,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,6,INDONESIA,20.0,0.0,,36
30457,C2B,Airlines,Online,Bronze Plan,0,5,SINGAPORE,13.5,3.38,M,26
20789,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,4,THAILAND,39.6,23.76,,33
7411,EPX,Travel Agency,Online,Cancellation Plan,0,173,UNITED STATES,80.0,0.0,,50
5145,JZI,Airlines,Online,Basic Plan,0,24,INDONESIA,33.0,11.55,F,41
9647,RAB,Airlines,Online,Value Plan,0,11,BRUNEI DARUSSALAM,15.0,6.0,,43
7642,KML,Travel Agency,Online,Premier Plan,0,3,INDONESIA,29.0,11.02,M,48
13712,SSI,Airlines,Online,Ticket Protector,0,14,SINGAPORE,5.25,1.47,,48
61302,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,22,INDONESIA,20.0,0.0,,33
20293,SSI,Airlines,Online,Ticket Protector,0,106,SINGAPORE,13.43,3.77,,48
42058,C2B,Airlines,Online,Annual Silver Plan,0,370,SINGAPORE,280.8,70.2,M,53
40703,EPX,Travel Agency,Online,Cancellation Plan,0,41,UNITED STATES,20.0,0.0,,55
54387,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,92,THAILAND,49.5,29.7,,38
9563,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,63,CHINA,20.0,0.0,,36
16481,EPX,Travel Agency,Online,Cancellation Plan,0,330,PERU,22.0,0.0,,26
34757,C2B,Airlines,Online,Silver Plan,0,9,SINGAPORE,41.5,10.38,M,34
38270,C2B,Airlines,Online,Bronze Plan,0,11,SINGAPORE,23.5,5.88,M,33
25027,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,59,HUNGARY,93.0,0.0,,36
37380,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,9,INDONESIA,29.0,0.0,,36
10781,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,14,SPAIN,128.7,77.22,,64
15917,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,2,SINGAPORE,20.0,0.0,,28
25300,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,99,UNITED STATES,0.0,23.76,,49
24223,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,13,UNITED KINGDOM,64.0,0.0,,36
44376,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,4,HONG KONG,20.0,0.0,,29
19159,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,3,SINGAPORE,20.0,0.0,,21
16989,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,4,MALAYSIA,20.0,0.0,,43
61732,EPX,Travel Agency,Online,Cancellation Plan,0,1,CHINA,25.0,0.0,,35
39659,CSR,Travel Agency,Offline,Comprehensive Plan,0,206,THAILAND,29.0,9.57,M,31
27718,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,25,NEW ZEALAND,56.0,0.0,,36
27910,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,9,AUSTRALIA,69.3,41.58,,43
31806,C2B,Airlines,Online,Bronze Plan,0,55,SINGAPORE,62.0,15.5,F,27
24468,EPX,Travel Agency,Online,Cancellation Plan,0,41,MALAYSIA,15.0,0.0,,36
42248,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,8,THAILAND,29.7,17.82,,49
39355,EPX,Travel Agency,Online,Cancellation Plan,0,11,ITALY,80.0,0.0,,36
2018,EPX,Travel Agency,Online,Cancellation Plan,0,73,THAILAND,20.0,0.0,,64
50634,EPX,Travel Agency,Online,Cancellation Plan,0,76,FRANCE,128.0,0.0,,36
50961,C2B,Airlines,Online,Annual Silver Plan,0,365,SINGAPORE,216.0,54.0,F,29
29336,EPX,Travel Agency,Online,Cancellation Plan,0,260,SINGAPORE,10.0,0.0,,36
47230,C2B,Airlines,Online,Silver Plan,0,10,SINGAPORE,47.5,11.88,M,25
54661,RAB,Airlines,Online,Value Plan,0,4,BRUNEI DARUSSALAM,15.0,6.0,M,32
60029,C2B,Airlines,Online,Bronze Plan,0,2,SINGAPORE,13.5,3.38,F,38
6615,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,241,CZECH REPUBLIC,112.0,0.0,,36
18007,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,104,INDONESIA,20.0,0.0,,35
53719,EPX,Travel Agency,Online,Cancellation Plan,0,12,FINLAND,44.0,0.0,,36
37033,EPX,Travel Agency,Online,Cancellation Plan,0,2,THAILAND,10.0,0.0,,36
30142,C2B,Airlines,Online,Bronze Plan,0,36,SINGAPORE,13.5,3.38,M,59
44132,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,15,UNITED ARAB EMIRATES,0.0,0.0,,36
62349,LWC,Travel Agency,Online,Single Trip Travel Protect Silver,0,20,"TAIWAN, PROVINCE OF CHINA",26.5,17.23,M,28
6584,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,65,FRANCE,49.5,29.7,,32
60954,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,7,INDIA,65.0,0.0,,35
63254,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,62,SINGAPORE,51.0,0.0,,24
59203,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,5,MALAYSIA,39.6,23.76,,43
30493,C2B,Airlines,Online,Annual Silver Plan,0,368,SINGAPORE,389.0,97.25,M,58
7069,JZI,Airlines,Online,Basic Plan,0,11,MYANMAR,30.0,10.5,F,27
20288,JWT,Airlines,Online,Value Plan,0,9,INDIA,31.0,12.4,,118
3642,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,30,SINGAPORE,21.0,0.0,,36
4715,JZI,Airlines,Online,Basic Plan,0,11,THAILAND,30.0,10.5,M,37
23328,C2B,Airlines,Online,Silver Plan,0,5,SINGAPORE,24.05,6.01,M,40
18870,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,39,MALAYSIA,20.0,0.0,,36
3229,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,11,INDONESIA,32.0,0.0,,30
33448,C2B,Airlines,Online,Annual Silver Plan,0,367,SINGAPORE,252.85,63.21,F,40
37838,EPX,Travel Agency,Online,Cancellation Plan,0,23,UNITED STATES,80.0,0.0,,55
7125,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,41,SINGAPORE,84.0,0.0,,36
42590,TST,Travel Agency,Offline,Travel Cruise Protect,0,67,MALAYSIA,30.0,10.5,M,61
43180,LWC,Travel Agency,Online,Single Trip Travel Protect Gold,0,18,UNITED KINGDOM,100.5,65.33,F,56
7391,EPX,Travel Agency,Online,Cancellation Plan,0,3,THAILAND,15.0,0.0,,36
39422,SSI,Airlines,Online,Ticket Protector,0,10,SINGAPORE,1.61,0.45,,48
22942,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,20,HONG KONG,20.0,0.0,,36
50203,C2B,Airlines,Online,Silver Plan,0,13,SINGAPORE,62.0,15.5,M,43
23598,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,71,FRANCE,69.3,41.58,,46
22741,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,239,HONG KONG,25.0,0.0,,36
15909,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,71,UNITED STATES,20.0,0.0,,72
57097,EPX,Travel Agency,Online,Cancellation Plan,0,64,CHINA,24.0,0.0,,36
11203,EPX,Travel Agency,Offline,2 way Comprehensive Plan,0,22,CHINA,32.0,0.0,,47
29637,C2B,Airlines,Online,Annual Silver Plan,0,367,SINGAPORE,252.85,63.21,M,25
63277,EPX,Travel Agency,Online,Cancellation Plan,0,49,SINGAPORE,12.0,0.0,,53
50278,EPX,Travel Agency,Online,Cancellation Plan,0,121,MYANMAR,12.0,0.0,,36
40504,EPX,Travel Agency,Online,Cancellation Plan,0,10,THAILAND,15.0,0.0,,36
40831,EPX,Travel Agency,Online,Cancellation Plan,0,18,JAPAN,38.0,0.0,,36
949,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,65,"KOREA, REPUBLIC OF",19.8,11.88,,25
39715,C2B,Airlines,Online,Annual Silver Plan,0,366,SINGAPORE,252.85,63.21,F,32
18629,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,72,SINGAPORE,97.0,0.0,,24
24862,EPX,Travel Agency,Online,Cancellation Plan,0,48,SINGAPORE,20.0,0.0,,36
33926,SSI,Airlines,Online,Ticket Protector,0,82,SINGAPORE,0.74,0.21,,48
11262,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,19,MALAYSIA,20.0,0.0,,36
42994,JZI,Airlines,Online,Basic Plan,0,9,SRI LANKA,26.0,9.1,M,46
52577,JZI,Airlines,Online,Basic Plan,0,54,HONG KONG,35.0,12.25,M,68
54718,JZI,Airlines,Online,Value Plan,0,37,HONG KONG,58.0,20.3,M,65
50362,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,8,MALAYSIA,9.9,5.94,,32
3019,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,43,UNITED KINGDOM,112.0,0.0,,36
3290,JZI,Airlines,Online,Basic Plan,0,36,THAILAND,22.0,7.7,M,30
53264,EPX,Travel Agency,Online,Cancellation Plan,0,60,THAILAND,29.0,0.0,,68
1196,JWT,Airlines,Online,Value Plan,0,23,INDIA,78.0,31.2,F,118
8949,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,25,MALAYSIA,29.7,17.82,,24
53141,C2B,Airlines,Online,Silver Plan,0,13,SINGAPORE,29.5,7.38,F,26
46161,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,17,INDIA,56.0,0.0,,36
19289,EPX,Travel Agency,Online,Cancellation Plan,0,47,SINGAPORE,45.0,0.0,,36
19740,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,74,"KOREA, REPUBLIC OF",128.0,0.0,,30
55065,EPX,Travel Agency,Online,Cancellation Plan,0,24,THAILAND,31.0,0.0,,36
20346,C2B,Airlines,Online,Silver Plan,0,3,SINGAPORE,19.5,4.88,M,28
14150,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,334,MALAYSIA,39.6,23.76,,46
38602,LWC,Travel Agency,Online,Single Trip Travel Protect Gold,0,15,AUSTRALIA,44.0,28.6,F,40
18301,JZI,Airlines,Online,Basic Plan,0,6,MALAYSIA,22.0,7.7,M,39
57673,EPX,Travel Agency,Online,Cancellation Plan,0,5,INDIA,56.0,0.0,,36
53461,EPX,Travel Agency,Online,Cancellation Plan,0,12,UNITED STATES,80.0,0.0,,30
9170,EPX,Travel Agency,Online,Cancellation Plan,0,8,PHILIPPINES,12.0,0.0,,68
52471,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,66,SRI LANKA,103.0,0.0,,36
56801,RAB,Airlines,Online,Value Plan,0,4,BRUNEI DARUSSALAM,15.0,6.0,M,35
17641,EPX,Travel Agency,Online,Cancellation Plan,0,18,VIET NAM,10.0,0.0,,36
48642,C2B,Airlines,Online,Silver Plan,0,5,SINGAPORE,22.5,5.63,F,46
27547,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,2,MALAYSIA,20.0,0.0,,36
35520,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,111,CHINA,34.0,0.0,,36
29653,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,6,AUSTRALIA,59.4,35.64,,42
21854,EPX,Travel Agency,Online,Cancellation Plan,0,25,THAILAND,11.0,0.0,,20
22081,EPX,Travel Agency,Online,Cancellation Plan,0,45,INDONESIA,24.0,0.0,,36
10114,EPX,Travel Agency,Online,Cancellation Plan,0,4,VIET NAM,18.0,0.0,,36
794,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,34,AUSTRALIA,29.7,17.82,,56
30729,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,121,NETHERLANDS,0.0,5.94,,31
33940,JZI,Airlines,Online,Basic Plan,0,13,PHILIPPINES,18.0,6.3,M,39
44804,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,64,AUSTRALIA,68.0,0.0,,36
33227,C2B,Airlines,Online,Silver Plan,0,21,SINGAPORE,54.5,13.63,M,39
43279,EPX,Travel Agency,Online,Cancellation Plan,0,12,SINGAPORE,80.0,0.0,,36
5958,JZI,Airlines,Online,Basic Plan,0,10,THAILAND,18.0,6.3,F,51
4836,EPX,Travel Agency,Online,Cancellation Plan,0,6,VIET NAM,29.0,0.0,,36
23826,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,16,UNITED STATES,112.0,0.0,,26
41902,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,15,MALAYSIA,20.0,0.0,,21
60519,EPX,Travel Agency,Online,Cancellation Plan,0,61,CHINA,10.0,0.0,,35
28813,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,88,UNITED KINGDOM,109.0,0.0,,36
41400,JZI,Airlines,Online,Basic Plan,0,21,MALAYSIA,18.0,6.3,F,27
45626,EPX,Travel Agency,Online,Cancellation Plan,0,23,INDONESIA,17.0,0.0,,48
58192,C2B,Airlines,Online,Bronze Plan,0,16,SINGAPORE,32.4,8.1,M,22
1222,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,15,UNITED STATES,148.5,89.1,,44
62796,C2B,Airlines,Online,Bronze Plan,0,6,SINGAPORE,16.0,4.0,F,29
12080,CSR,Travel Agency,Offline,Comprehensive Plan,0,72,MALAYSIA,29.0,9.57,F,63
48749,EPX,Travel Agency,Online,Cancellation Plan,0,50,INDONESIA,0.0,0.0,,36
2463,EPX,Travel Agency,Online,Cancellation Plan,0,26,MALAYSIA,10.0,0.0,,24
51693,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,32,NORWAY,19.8,11.88,,30
45133,C2B,Airlines,Online,Silver Plan,0,12,SINGAPORE,39.0,9.75,F,32
4651,EPX,Travel Agency,Online,Cancellation Plan,0,49,THAILAND,19.0,0.0,,36
43704,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,26,JAPAN,9.9,5.94,,31
16951,EPX,Travel Agency,Online,Cancellation Plan,0,11,VIET NAM,19.0,0.0,,36
23928,JZI,Airlines,Online,Basic Plan,0,51,CHINA,63.0,22.05,F,18
37245,EPX,Travel Agency,Online,Cancellation Plan,0,25,UNITED ARAB EMIRATES,29.0,0.0,,36
18313,C2B,Airlines,Online,Silver Plan,0,33,SINGAPORE,82.55,20.64,F,41
41123,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,18,CHINA,49.0,0.0,,36
8453,EPX,Travel Agency,Online,Cancellation Plan,0,37,MALAYSIA,10.0,0.0,,36
43064,C2B,Airlines,Online,Silver Plan,0,4,SINGAPORE,18.5,4.63,F,41
62999,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,4,MALAYSIA,29.7,17.82,,55
7230,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,80,PHILIPPINES,23.0,0.0,,36
9701,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,4,AUSTRALIA,9.9,5.94,,26
4261,EPX,Travel Agency,Online,Cancellation Plan,0,104,HONG KONG,14.0,0.0,,36
51777,EPX,Travel Agency,Online,Cancellation Plan,0,65,"KOREA, REPUBLIC OF",39.0,0.0,,36
41009,EPX,Travel Agency,Online,Cancellation Plan,0,77,INDIA,80.0,0.0,,36
56848,C2B,Airlines,Online,Bronze Plan,0,14,SINGAPORE,33.5,8.38,F,28
42644,C2B,Airlines,Online,Silver Plan,0,31,SINGAPORE,47.5,11.88,F,39
2420,EPX,Travel Agency,Online,Cancellation Plan,0,21,PHILIPPINES,41.0,0.0,,36
14384,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,1,10,JAPAN,39.6,23.76,,21
15531,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,30,UNITED STATES,69.3,41.58,,32
27086,JZI,Airlines,Online,Basic Plan,0,16,CHINA,22.0,7.7,M,23
49576,C2B,Airlines,Online,Bronze Plan,0,8,SINGAPORE,27.0,6.75,M,38
13104,EPX,Travel Agency,Online,Cancellation Plan,0,35,SINGAPORE,16.0,0.0,,36
32704,C2B,Airlines,Online,Bronze Plan,0,14,SINGAPORE,13.5,3.38,M,23
55963,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,11,VIET NAM,20.0,0.0,,42
24804,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,34,HONG KONG,25.0,0.0,,36
7086,ART,Airlines,Online,Value Plan,0,9,MALAYSIA,29.0,10.15,M,118
7369,EPX,Travel Agency,Online,Cancellation Plan,0,25,CHINA,27.0,0.0,,36
46780,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,59,MALAYSIA,19.8,11.88,,47
57672,EPX,Travel Agency,Online,Cancellation Plan,0,2,SINGAPORE,10.0,0.0,,36
24917,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,17,CHINA,24.0,0.0,,36
53936,JZI,Airlines,Online,Basic Plan,0,42,CHINA,35.0,12.25,M,52
7124,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,1,UNITED STATES,9.9,5.94,,31
63166,EPX,Travel Agency,Online,Cancellation Plan,0,94,CHINA,25.0,0.0,,35
16942,EPX,Travel Agency,Online,Cancellation Plan,0,188,AUSTRALIA,27.0,0.0,,36
2729,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,53,UNITED STATES,29.7,17.82,,25
27816,EPX,Travel Agency,Online,Cancellation Plan,0,27,UNITED STATES,18.0,0.0,,35
14407,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,9,HONG KONG,35.0,0.0,,56
22980,EPX,Travel Agency,Online,Cancellation Plan,0,32,UNITED STATES,10.0,0.0,,26
7871,EPX,Travel Agency,Online,Cancellation Plan,0,17,MALAYSIA,10.0,0.0,,36
8585,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,6,THAILAND,26.0,0.0,,36
45478,EPX,Travel Agency,Online,Cancellation Plan,0,4,MALAYSIA,10.0,0.0,,20
324,EPX,Travel Agency,Online,Cancellation Plan,0,34,CHINA,33.0,0.0,,36
53747,JWT,Airlines,Online,Value Plan,0,39,INDIA,39.0,15.6,F,118
5595,JZI,Airlines,Online,Value Plan,0,13,INDIA,45.0,15.75,M,48
24014,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,133,SWITZERLAND,86.0,0.0,,36
40991,EPX,Travel Agency,Online,Cancellation Plan,0,8,SINGAPORE,11.0,0.0,,36
58887,EPX,Travel Agency,Online,Cancellation Plan,0,29,SINGAPORE,44.0,0.0,,35
4061,C2B,Airlines,Online,Bronze Plan,0,7,SINGAPORE,17.55,4.39,F,52
